:Data_list: 20161018_ace_swepam_1m.txt
:Created: 2016 Oct 19 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2016 10 18  1331   57679   48660    0        2.9      629.9     1.08e+05
2016 10 18  1332   57679   48720    0        1.5      647.8     1.76e+05
2016 10 18  1333   57679   48780    0        1.2      631.3     1.44e+05
2016 10 18  1334   57679   48840    0        1.7      658.7     2.37e+05
2016 10 18  1335   57679   48900    0        1.5      639.8     1.31e+05
2016 10 18  1336   57679   48960    0        1.3      635.6     1.32e+05
2016 10 18  1337   57679   49020    0        1.3      634.9     1.26e+05
2016 10 18  1338   57679   49080    0        1.4      636.6     1.26e+05
2016 10 18  1339   57679   49140    0        1.8      642.5     1.80e+05
2016 10 18  1340   57679   49200    0        1.1      618.4     1.01e+05
2016 10 18  1341   57679   49260    0        1.3      644.3     1.61e+05
2016 10 18  1342   57679   49320    0        1.4      656.0     1.91e+05
2016 10 18  1343   57679   49380    3    -9999.9    -9999.9    -1.00e+05
2016 10 18  1344   57679   49440    0        1.5      643.5     2.63e+05
2016 10 18  1345   57679   49500    0        1.4      622.0     2.07e+05
2016 10 18  1346   57679   49560    0        1.3      614.6     1.59e+05
2016 10 18  1347   57679   49620    0        1.4      643.8     1.80e+05
2016 10 18  1348   57679   49680    0        1.4      651.8     1.79e+05
2016 10 18  1349   57679   49740    0        1.5      655.0     1.75e+05
2016 10 18  1350   57679   49800    0        1.4      645.5     1.40e+05
2016 10 18  1351   57679   49860    0        0.7      614.0     8.33e+04
2016 10 18  1352   57679   49920    0        1.4      642.7     1.21e+05
2016 10 18  1353   57679   49980    0        1.6      658.8     1.99e+05
2016 10 18  1354   57679   50040    0        1.0      630.0     1.14e+05
2016 10 18  1355   57679   50100    0        1.0      633.7     1.29e+05
2016 10 18  1356   57679   50160    0        0.8      624.2     9.39e+04
2016 10 18  1357   57679   50220    0        1.2      649.5     1.60e+05
2016 10 18  1358   57679   50280    0        1.0      620.7     1.29e+05
2016 10 18  1359   57679   50340    0        1.1      627.7     1.42e+05
2016 10 18  1400   57679   50400    0        1.4      645.4     1.82e+05
2016 10 18  1401   57679   50460    0        1.3      640.0     1.52e+05
2016 10 18  1402   57679   50520    0        1.1      634.9     1.21e+05
2016 10 18  1403   57679   50580    0        1.2      639.9     1.40e+05
2016 10 18  1404   57679   50640    1        1.1      647.2     1.37e+05
2016 10 18  1405   57679   50700    0        1.4      652.1     1.59e+05
2016 10 18  1406   57679   50760    0        1.6      659.4     1.91e+05
2016 10 18  1407   57679   50820    0        1.1      639.9     1.19e+05
2016 10 18  1408   57679   50880    0        1.4      632.3     1.39e+05
2016 10 18  1409   57679   50940    0        0.5      595.1     6.92e+04
2016 10 18  1410   57679   51000    0        1.5      644.9     2.07e+05
2016 10 18  1411   57679   51060    0        0.8      605.8     8.60e+04
2016 10 18  1412   57679   51120    0        1.1      639.7     1.44e+05
2016 10 18  1413   57679   51180    0        1.1      630.7     1.19e+05
2016 10 18  1414   57679   51240    0        1.2      632.5     1.25e+05
2016 10 18  1415   57679   51300    0        1.2      636.8     1.36e+05
2016 10 18  1416   57679   51360    0        0.8      594.2     6.05e+04
2016 10 18  1417   57679   51420    0        1.1      626.4     1.52e+05
2016 10 18  1418   57679   51480    0        1.5      651.4     2.20e+05
2016 10 18  1419   57679   51540    0        1.3      632.2     1.55e+05
2016 10 18  1420   57679   51600    0        1.2      623.4     1.29e+05
2016 10 18  1421   57679   51660    0        1.1      604.0     1.18e+05
2016 10 18  1422   57679   51720    0        1.0      594.4     1.20e+05
2016 10 18  1423   57679   51780    0        1.6      608.1     1.91e+05
2016 10 18  1424   57679   51840    0        0.9      570.4     7.47e+04
2016 10 18  1425   57679   51900    0        1.2      654.9     2.73e+05
2016 10 18  1426   57679   51960    0        1.4      631.8     1.69e+05
2016 10 18  1427   57679   52020    0        1.4      623.8     1.61e+05
2016 10 18  1428   57679   52080    0        1.4      620.7     1.56e+05
2016 10 18  1429   57679   52140    0        1.1      606.8     1.20e+05
2016 10 18  1430   57679   52200    0        1.2      609.3     1.35e+05
2016 10 18  1431   57679   52260    0        1.0      587.4     1.01e+05
2016 10 18  1432   57679   52320    0        1.1      603.9     1.30e+05
2016 10 18  1433   57679   52380    0        1.4      622.7     1.67e+05
2016 10 18  1434   57679   52440    0        1.4      608.5     1.56e+05
2016 10 18  1435   57679   52500    0        1.4      602.7     1.56e+05
2016 10 18  1436   57679   52560    0        1.1      592.6     1.16e+05
2016 10 18  1437   57679   52620    0        0.9      587.5     9.81e+04
2016 10 18  1438   57679   52680    0        1.3      618.0     1.79e+05
2016 10 18  1439   57679   52740    0        1.3      604.7     1.38e+05
2016 10 18  1440   57679   52800    0        1.2      616.2     1.51e+05
2016 10 18  1441   57679   52860    0        1.3      618.2     1.43e+05
2016 10 18  1442   57679   52920    0        1.1      597.6     1.19e+05
2016 10 18  1443   57679   52980    0        1.4      611.4     1.69e+05
2016 10 18  1444   57679   53040    0        0.9      589.5     9.96e+04
2016 10 18  1445   57679   53100    0        1.3      606.3     1.69e+05
2016 10 18  1446   57679   53160    0        1.4      608.9     1.66e+05
2016 10 18  1447   57679   53220    0        1.3      607.0     1.46e+05
2016 10 18  1448   57679   53280    0        1.3      607.7     1.44e+05
2016 10 18  1449   57679   53340    0        1.1      603.7     1.22e+05
2016 10 18  1450   57679   53400    0        1.3      608.3     1.40e+05
2016 10 18  1451   57679   53460    0        1.4      611.5     1.54e+05
2016 10 18  1452   57679   53520    0        1.3      608.9     1.35e+05
2016 10 18  1453   57679   53580    0        1.4      620.4     1.54e+05
2016 10 18  1454   57679   53640    0        1.3      613.8     1.35e+05
2016 10 18  1455   57679   53700    0        1.2      610.8     1.34e+05
2016 10 18  1456   57679   53760    0        1.2      610.0     1.35e+05
2016 10 18  1457   57679   53820    0        0.5      567.6     6.07e+04
2016 10 18  1458   57679   53880    0        1.3      599.1     1.46e+05
2016 10 18  1459   57679   53940    0        1.6      612.5     1.60e+05
2016 10 18  1500   57679   54000    0        1.3      607.7     1.30e+05
2016 10 18  1501   57679   54060    0        1.3      605.4     1.31e+05
2016 10 18  1502   57679   54120    0        1.0      600.2     1.01e+05
2016 10 18  1503   57679   54180    0        1.1      603.0     1.11e+05
2016 10 18  1504   57679   54240    0        1.1      595.1     9.52e+04
2016 10 18  1505   57679   54300    0        1.0      595.8     9.48e+04
2016 10 18  1506   57679   54360    0        1.2      608.2     1.24e+05
2016 10 18  1507   57679   54420    0        1.2      609.3     1.19e+05
2016 10 18  1508   57679   54480    0        1.3      609.8     1.17e+05
2016 10 18  1509   57679   54540    0        1.2      599.5     1.03e+05
2016 10 18  1510   57679   54600    0        0.8      578.0     6.94e+04
2016 10 18  1511   57679   54660    0        1.3      605.0     1.25e+05
2016 10 18  1512   57679   54720    0        1.4      607.1     1.48e+05
2016 10 18  1513   57679   54780    0        1.5      610.0     1.72e+05
2016 10 18  1514   57679   54840    0        1.3      604.2     1.36e+05
2016 10 18  1515   57679   54900    0        1.4      603.0     1.21e+05
2016 10 18  1516   57679   54960    0        1.7      610.9     1.49e+05
2016 10 18  1517   57679   55020    0        1.2      596.9     1.13e+05
2016 10 18  1518   57679   55080    0        1.4      606.2     1.40e+05
2016 10 18  1519   57679   55140    0        1.4      606.5     1.41e+05
2016 10 18  1520   57679   55200    0        1.3      604.8     1.26e+05
2016 10 18  1521   57679   55260    0        1.3      607.6     1.25e+05
2016 10 18  1522   57679   55320    0        1.1      610.0     1.32e+05
2016 10 18  1523   57679   55380    0        1.1      610.0     1.29e+05
2016 10 18  1524   57679   55440    0        1.1      609.9     1.24e+05
2016 10 18  1525   57679   55500    0        1.1      609.6     1.27e+05
2016 10 18  1526   57679   55560    0        1.1      607.6     1.21e+05
2016 10 18  1527   57679   55620    0        1.2      607.9     1.18e+05
2016 10 18  1528   57679   55680    0        1.1      606.9     1.05e+05
2016 10 18  1529   57679   55740    0        0.9      617.4     1.37e+05
2016 10 18  1530   57679   55800    0        0.4      579.3     5.83e+04
2016 10 18  1531   57679   55860    0        1.3      626.8     1.75e+05
2016 10 18  1532   57679   55920    0        1.2      613.0     1.40e+05
2016 10 18  1533   57679   55980    0        1.3      603.1     1.20e+05
2016 10 18  1534   57679   56040    0        1.2      608.1     1.42e+05
2016 10 18  1535   57679   56100    0        1.2      610.3     1.31e+05
2016 10 18  1536   57679   56160    0        1.3      613.7     1.10e+05
2016 10 18  1537   57679   56220    0        1.3      612.1     1.09e+05
2016 10 18  1538   57679   56280    0        1.2      607.0     1.15e+05
2016 10 18  1539   57679   56340    0        1.3      610.2     1.09e+05
2016 10 18  1540   57679   56400    0        1.1      610.9     9.90e+04
2016 10 18  1541   57679   56460    0        1.1      602.2     1.20e+05
2016 10 18  1542   57679   56520    0        1.3      602.0     1.30e+05
2016 10 18  1543   57679   56580    0        1.2      600.3     1.10e+05
2016 10 18  1544   57679   56640    0        1.2      601.3     1.09e+05
2016 10 18  1545   57679   56700    0        1.2      601.0     1.09e+05
2016 10 18  1546   57679   56760    0        1.1      602.2     1.20e+05
2016 10 18  1547   57679   56820    0        1.1      598.4     1.13e+05
2016 10 18  1548   57679   56880    0        1.1      601.8     1.15e+05
2016 10 18  1549   57679   56940    0        1.2      603.6     1.25e+05
2016 10 18  1550   57679   57000    0        1.3      601.0     1.23e+05
2016 10 18  1551   57679   57060    0        1.2      602.6     1.27e+05
2016 10 18  1552   57679   57120    0        1.1      604.8     1.28e+05
2016 10 18  1553   57679   57180    0        1.2      602.7     1.25e+05
2016 10 18  1554   57679   57240    0        1.2      600.1     1.24e+05
2016 10 18  1555   57679   57300    0        1.1      596.5     1.16e+05
2016 10 18  1556   57679   57360    0        1.1      599.4     1.16e+05
2016 10 18  1557   57679   57420    0        1.2      606.8     1.14e+05
2016 10 18  1558   57679   57480    0        1.1      604.0     1.15e+05
2016 10 18  1559   57679   57540    0        1.1      604.5     1.14e+05
2016 10 18  1600   57679   57600    0        1.3      602.3     1.05e+05
2016 10 18  1601   57679   57660    0        1.3      604.0     1.20e+05
2016 10 18  1602   57679   57720    0        1.1      613.4     1.09e+05
2016 10 18  1603   57679   57780    0        1.3      610.4     1.12e+05
2016 10 18  1604   57679   57840    0        1.2      609.8     1.17e+05
2016 10 18  1605   57679   57900    0        1.2      609.7     1.32e+05
2016 10 18  1606   57679   57960    0        1.3      607.2     1.33e+05
2016 10 18  1607   57679   58020    0        1.2      605.4     1.25e+05
2016 10 18  1608   57679   58080    0        1.2      606.2     1.28e+05
2016 10 18  1609   57679   58140    0        1.2      606.0     1.29e+05
2016 10 18  1610   57679   58200    0        1.2      605.7     1.21e+05
2016 10 18  1611   57679   58260    0        1.3      606.6     1.22e+05
2016 10 18  1612   57679   58320    0        1.0      605.4     1.25e+05
2016 10 18  1613   57679   58380    0        1.0      606.5     1.05e+05
2016 10 18  1614   57679   58440    0        1.1      609.9     1.03e+05
2016 10 18  1615   57679   58500    0        1.1      607.7     1.26e+05
2016 10 18  1616   57679   58560    0        1.2      605.9     1.23e+05
2016 10 18  1617   57679   58620    0        1.2      607.5     1.35e+05
2016 10 18  1618   57679   58680    0        1.2      603.4     1.51e+05
2016 10 18  1619   57679   58740    0        1.2      604.3     1.45e+05
2016 10 18  1620   57679   58800    0        1.1      603.7     1.56e+05
2016 10 18  1621   57679   58860    0        1.1      606.1     1.46e+05
2016 10 18  1622   57679   58920    0        1.1      606.4     1.38e+05
2016 10 18  1623   57679   58980    0        1.2      603.4     1.31e+05
2016 10 18  1624   57679   59040    0        1.4      601.4     1.29e+05
2016 10 18  1625   57679   59100    0        1.4      601.1     1.34e+05
2016 10 18  1626   57679   59160    0        1.3      601.7     1.38e+05
2016 10 18  1627   57679   59220    0        1.1      602.9     1.38e+05
2016 10 18  1628   57679   59280    0        1.3      601.8     1.27e+05
2016 10 18  1629   57679   59340    0        1.3      601.4     1.32e+05
2016 10 18  1630   57679   59400    0        1.1      599.5     1.54e+05
2016 10 18  1631   57679   59460    0        1.2      597.9     1.52e+05
2016 10 18  1632   57679   59520    0        1.4      598.1     1.33e+05
2016 10 18  1633   57679   59580    0        1.1      598.2     1.33e+05
2016 10 18  1634   57679   59640    0        1.4      596.8     1.30e+05
2016 10 18  1635   57679   59700    0        1.2      598.1     1.40e+05
2016 10 18  1636   57679   59760    0        1.3      597.2     1.32e+05
2016 10 18  1637   57679   59820    0        1.1      596.1     1.48e+05
2016 10 18  1638   57679   59880    0        1.1      594.0     1.37e+05
2016 10 18  1639   57679   59940    0        1.2      592.9     1.34e+05
2016 10 18  1640   57679   60000    0        1.2      593.6     1.39e+05
2016 10 18  1641   57679   60060    0        1.1      594.6     1.35e+05
2016 10 18  1642   57679   60120    0        1.2      594.9     1.32e+05
2016 10 18  1643   57679   60180    1        1.2      595.4     1.44e+05
2016 10 18  1644   57679   60240    0        1.3      597.1     1.60e+05
2016 10 18  1645   57679   60300    0        1.2      597.5     1.53e+05
2016 10 18  1646   57679   60360    0        1.1      595.8     1.42e+05
2016 10 18  1647   57679   60420    0        1.2      598.2     1.35e+05
2016 10 18  1648   57679   60480    0        1.0      598.0     1.07e+05
2016 10 18  1649   57679   60540    0        1.2      596.9     1.49e+05
2016 10 18  1650   57679   60600    0        1.3      596.9     1.48e+05
2016 10 18  1651   57679   60660    0        1.2      597.0     1.54e+05
2016 10 18  1652   57679   60720    0        1.2      594.7     1.68e+05
2016 10 18  1653   57679   60780    0        1.2      592.7     1.61e+05
2016 10 18  1654   57679   60840    0        1.2      592.1     1.58e+05
2016 10 18  1655   57679   60900    0        1.2      590.4     1.53e+05
2016 10 18  1656   57679   60960    0        1.2      589.6     1.56e+05
2016 10 18  1657   57679   61020    0        1.2      589.6     1.53e+05
2016 10 18  1658   57679   61080    0        1.2      589.7     1.51e+05
2016 10 18  1659   57679   61140    0        1.2      590.6     1.57e+05
2016 10 18  1700   57679   61200    0        1.2      590.9     1.46e+05
2016 10 18  1701   57679   61260    0        1.2      591.2     1.51e+05
2016 10 18  1702   57679   61320    0        1.2      591.4     1.49e+05
2016 10 18  1703   57679   61380    0        1.3      592.8     1.42e+05
2016 10 18  1704   57679   61440    0        1.2      592.1     1.48e+05
2016 10 18  1705   57679   61500    0        1.1      597.0     1.48e+05
2016 10 18  1706   57679   61560    0        1.0      595.4     1.52e+05
2016 10 18  1707   57679   61620    0        1.1      593.0     1.67e+05
2016 10 18  1708   57679   61680    0        1.1      593.5     1.62e+05
2016 10 18  1709   57679   61740    0        1.1      596.6     1.39e+05
2016 10 18  1710   57679   61800    0        1.1      595.5     1.24e+05
2016 10 18  1711   57679   61860    0        1.0      590.6     1.25e+05
2016 10 18  1712   57679   61920    0        1.1      588.3     1.31e+05
2016 10 18  1713   57679   61980    0        1.2      589.6     1.35e+05
2016 10 18  1714   57679   62040    0        1.1      592.8     1.37e+05
2016 10 18  1715   57679   62100    0        1.1      599.9     1.24e+05
2016 10 18  1716   57679   62160    0        1.2      606.9     9.72e+04
2016 10 18  1717   57679   62220    0        1.3      605.3     1.00e+05
2016 10 18  1718   57679   62280    0        1.4      610.9     1.09e+05
2016 10 18  1719   57679   62340    0        1.1      614.5     1.14e+05
2016 10 18  1720   57679   62400    0        1.3      595.6     1.20e+05
2016 10 18  1721   57679   62460    0        1.1      603.4     1.05e+05
2016 10 18  1722   57679   62520    0        1.3      592.9     1.36e+05
2016 10 18  1723   57679   62580    0        1.1      588.6     1.71e+05
2016 10 18  1724   57679   62640    0        1.1      587.4     1.57e+05
2016 10 18  1725   57679   62700    0        1.1      584.2     1.46e+05
2016 10 18  1726   57679   62760    0        1.0      581.6     1.47e+05
2016 10 18  1727   57679   62820    0        1.1      583.1     1.57e+05
2016 10 18  1728   57679   62880    0        1.2      584.9     1.52e+05
2016 10 18  1729   57679   62940    0        1.2      582.9     1.48e+05
2016 10 18  1730   57679   63000    0        1.2      579.6     1.45e+05
2016 10 18  1731   57679   63060    0        1.2      578.5     1.26e+05
2016 10 18  1732   57679   63120    0        1.3      578.5     1.21e+05
2016 10 18  1733   57679   63180    0        1.3      579.3     1.41e+05
2016 10 18  1734   57679   63240    0        1.1      578.5     1.47e+05
2016 10 18  1735   57679   63300    0        1.1      578.6     1.47e+05
2016 10 18  1736   57679   63360    0        1.2      579.9     1.53e+05
2016 10 18  1737   57679   63420    0        1.1      581.9     1.64e+05
2016 10 18  1738   57679   63480    0        1.2      579.8     1.32e+05
2016 10 18  1739   57679   63540    0        1.0      583.5     1.35e+05
2016 10 18  1740   57679   63600    0        1.1      579.2     1.36e+05
2016 10 18  1741   57679   63660    0        1.1      577.0     1.35e+05
2016 10 18  1742   57679   63720    0        1.2      580.1     1.29e+05
2016 10 18  1743   57679   63780    0        1.2      580.7     1.28e+05
2016 10 18  1744   57679   63840    0        1.2      576.8     1.17e+05
2016 10 18  1745   57679   63900    0        1.2      575.5     1.18e+05
2016 10 18  1746   57679   63960    0        1.2      577.3     1.33e+05
2016 10 18  1747   57679   64020    0        1.2      576.4     1.33e+05
2016 10 18  1748   57679   64080    0        1.2      573.9     1.26e+05
2016 10 18  1749   57679   64140    0        1.3      572.7     1.15e+05
2016 10 18  1750   57679   64200    0        1.2      574.0     1.17e+05
2016 10 18  1751   57679   64260    0        1.2      575.2     1.36e+05
2016 10 18  1752   57679   64320    0        0.9      573.3     1.50e+05
2016 10 18  1753   57679   64380    0        1.2      574.5     1.36e+05
2016 10 18  1754   57679   64440    0        1.2      572.9     1.30e+05
2016 10 18  1755   57679   64500    0        1.3      571.0     1.27e+05
2016 10 18  1756   57679   64560    1        1.2      574.9     1.38e+05
2016 10 18  1757   57679   64620    0        1.1      576.8     1.60e+05
2016 10 18  1758   57679   64680    0        1.1      573.1     1.49e+05
2016 10 18  1759   57679   64740    0        1.1      572.9     1.38e+05
2016 10 18  1800   57679   64800    0        1.0      576.1     1.40e+05
2016 10 18  1801   57679   64860    0        1.1      576.8     1.37e+05
2016 10 18  1802   57679   64920    0        1.2      576.7     1.34e+05
2016 10 18  1803   57679   64980    0        1.2      578.8     1.32e+05
2016 10 18  1804   57679   65040    0        1.3      578.3     1.20e+05
2016 10 18  1805   57679   65100    0        1.2      574.6     1.31e+05
2016 10 18  1806   57679   65160    0        1.3      571.4     1.23e+05
2016 10 18  1807   57679   65220    0        1.1      579.4     1.13e+05
2016 10 18  1808   57679   65280    0        1.1      579.4     1.13e+05
2016 10 18  1809   57679   65340    0        1.2      567.9     1.18e+05
2016 10 18  1810   57679   65400    0        1.0      574.7     1.12e+05
2016 10 18  1811   57679   65460    0        1.2      573.2     1.35e+05
2016 10 18  1812   57679   65520    0        1.1      576.3     1.47e+05
2016 10 18  1813   57679   65580    0        1.0      573.2     1.55e+05
2016 10 18  1814   57679   65640    0        1.1      575.4     1.37e+05
2016 10 18  1815   57679   65700    0        1.1      575.9     1.40e+05
2016 10 18  1816   57679   65760    0        1.1      579.9     1.59e+05
2016 10 18  1817   57679   65820    0        1.0      578.7     1.37e+05
2016 10 18  1818   57679   65880    0        1.1      574.9     1.19e+05
2016 10 18  1819   57679   65940    0        1.3      579.3     1.60e+05
2016 10 18  1820   57679   66000    0        1.2      581.6     1.76e+05
2016 10 18  1821   57679   66060    0        1.1      583.4     1.42e+05
2016 10 18  1822   57679   66120    0        0.9      577.5     1.43e+05
2016 10 18  1823   57679   66180    0        1.3      579.2     1.67e+05
2016 10 18  1824   57679   66240    0        1.3      580.0     1.51e+05
2016 10 18  1825   57679   66300    0        1.0      576.9     2.09e+05
2016 10 18  1826   57679   66360    0        1.2      580.5     1.41e+05
2016 10 18  1827   57679   66420    0        0.9      581.1     1.46e+05
2016 10 18  1828   57679   66480    0        1.2      586.6     1.52e+05
2016 10 18  1829   57679   66540    0        1.4      587.9     1.48e+05
2016 10 18  1830   57679   66600    0        1.5      587.3     1.49e+05
2016 10 18  1831   57679   66660    0        1.4      588.7     1.53e+05
2016 10 18  1832   57679   66720    0        1.3      595.2     1.37e+05
2016 10 18  1833   57679   66780    0        1.3      598.2     1.19e+05
2016 10 18  1834   57679   66840    0        1.3      597.6     1.13e+05
2016 10 18  1835   57679   66900    0        1.2      599.0     1.09e+05
2016 10 18  1836   57679   66960    0        1.2      595.7     1.14e+05
2016 10 18  1837   57679   67020    0        1.2      592.0     1.26e+05
2016 10 18  1838   57679   67080    0        1.1      596.1     1.34e+05
2016 10 18  1839   57679   67140    0        1.5      592.4     1.51e+05
2016 10 18  1840   57679   67200    9    -9999.9    -9999.9    -1.00e+05
2016 10 18  1841   57679   67260    0        1.2      606.9     1.44e+05
2016 10 18  1842   57679   67320    0        1.2      601.4     8.95e+04
2016 10 18  1843   57679   67380    0        1.0      599.8     1.31e+05
2016 10 18  1844   57679   67440    0        1.1      604.0     1.47e+05
2016 10 18  1845   57679   67500    0        0.9      603.4     1.73e+05
2016 10 18  1846   57679   67560    0        1.0      603.3     1.59e+05
2016 10 18  1847   57679   67620    0        1.1      604.5     1.40e+05
2016 10 18  1848   57679   67680    0        1.2      610.4     1.46e+05
2016 10 18  1849   57679   67740    0        1.3      622.6     1.58e+05
2016 10 18  1850   57679   67800    0        1.2      623.8     1.59e+05
2016 10 18  1851   57679   67860    0        1.1      614.9     1.60e+05
2016 10 18  1852   57679   67920    0        1.2      619.9     1.62e+05
2016 10 18  1853   57679   67980    0        1.1      620.8     1.49e+05
2016 10 18  1854   57679   68040    0        1.0      623.2     1.62e+05
2016 10 18  1855   57679   68100    0        0.9      618.8     1.48e+05
2016 10 18  1856   57679   68160    0        1.1      609.5     1.43e+05
2016 10 18  1857   57679   68220    0        1.1      611.8     1.77e+05
2016 10 18  1858   57679   68280    0        1.2      608.3     1.68e+05
2016 10 18  1859   57679   68340    0        1.3      617.1     1.47e+05
2016 10 18  1900   57679   68400    0        1.2      623.5     1.47e+05
2016 10 18  1901   57679   68460    0        1.3      621.4     1.44e+05
2016 10 18  1902   57679   68520    0        1.2      617.7     1.50e+05
2016 10 18  1903   57679   68580    0        1.2      620.8     1.56e+05
2016 10 18  1904   57679   68640    0        1.2      624.3     1.42e+05
2016 10 18  1905   57679   68700    0        1.1      624.4     1.29e+05
2016 10 18  1906   57679   68760    0        1.1      624.4     1.32e+05
2016 10 18  1907   57679   68820    0        1.0      623.9     1.35e+05
2016 10 18  1908   57679   68880    0        1.2      617.7     1.46e+05
2016 10 18  1909   57679   68940    0        1.2      609.9     1.64e+05
2016 10 18  1910   57679   69000    0        1.1      616.0     1.46e+05
2016 10 18  1911   57679   69060    0        1.0      616.8     1.61e+05
2016 10 18  1912   57679   69120    0        1.2      616.0     1.39e+05
2016 10 18  1913   57679   69180    9    -9999.9    -9999.9    -1.00e+05
2016 10 18  1914   57679   69240    0        1.4      605.7     1.62e+05
2016 10 18  1915   57679   69300    0        1.2      601.2     1.43e+05
2016 10 18  1916   57679   69360    0        1.3      603.4     1.43e+05
2016 10 18  1917   57679   69420    0        1.2      609.9     1.69e+05
2016 10 18  1918   57679   69480    0        1.3      613.3     1.64e+05
2016 10 18  1919   57679   69540    0        1.1      612.5     1.55e+05
2016 10 18  1920   57679   69600    0        1.1      609.9     1.51e+05
2016 10 18  1921   57679   69660    0        1.1      607.7     1.45e+05
2016 10 18  1922   57679   69720    0        1.0      607.0     1.42e+05
2016 10 18  1923   57679   69780    0        0.9      606.7     1.45e+05
2016 10 18  1924   57679   69840    0        1.0      606.2     1.45e+05
2016 10 18  1925   57679   69900    0        1.1      606.0     1.44e+05
2016 10 18  1926   57679   69960    0        1.0      603.6     1.59e+05
2016 10 18  1927   57679   70020    0        1.1      603.7     1.55e+05
2016 10 18  1928   57679   70080    0        1.2      608.9     1.47e+05
2016 10 18  1929   57679   70140    0        1.5      606.7     1.58e+05
2016 10 18  1930   57679   70200    0        1.1      608.0     1.76e+05
2016 10 18  1931   57679   70260    0        0.9      604.1     1.41e+05
2016 10 18  1932   57679   70320    0        1.0      604.5     1.68e+05
2016 10 18  1933   57679   70380    0        1.0      603.3     1.55e+05
2016 10 18  1934   57679   70440    0        1.2      606.1     1.62e+05
2016 10 18  1935   57679   70500    0        1.2      605.9     1.74e+05
2016 10 18  1936   57679   70560    0        1.2      605.1     1.74e+05
2016 10 18  1937   57679   70620    0        1.3      605.5     1.66e+05
2016 10 18  1938   57679   70680    0        1.3      605.3     1.64e+05
2016 10 18  1939   57679   70740    0        1.3      603.7     1.67e+05
2016 10 18  1940   57679   70800    0        1.4      602.0     1.61e+05
2016 10 18  1941   57679   70860    0        1.2      604.8     1.53e+05
2016 10 18  1942   57679   70920    0        1.1      604.3     1.70e+05
2016 10 18  1943   57679   70980    0        1.3      606.1     1.43e+05
2016 10 18  1944   57679   71040    0        1.1      592.5     1.60e+05
2016 10 18  1945   57679   71100    0        0.9      605.6     2.03e+05
2016 10 18  1946   57679   71160    0        0.9      605.6     2.03e+05
2016 10 18  1947   57679   71220    0        1.3      601.1     1.69e+05
2016 10 18  1948   57679   71280    0        1.1      596.4     1.88e+05
2016 10 18  1949   57679   71340    0        1.1      600.4     1.79e+05
2016 10 18  1950   57679   71400    0        1.4      604.7     1.57e+05
2016 10 18  1951   57679   71460    0        1.4      601.5     1.55e+05
2016 10 18  1952   57679   71520    0        1.4      598.8     1.58e+05
2016 10 18  1953   57679   71580    0        1.4      600.9     1.58e+05
2016 10 18  1954   57679   71640    0        1.4      604.8     1.54e+05
2016 10 18  1955   57679   71700    0        1.3      608.6     1.51e+05
2016 10 18  1956   57679   71760    0        1.2      609.2     1.59e+05
2016 10 18  1957   57679   71820    0        1.2      601.1     1.58e+05
2016 10 18  1958   57679   71880    0        1.3      599.3     1.40e+05
2016 10 18  1959   57679   71940    0        1.3      602.9     1.65e+05
2016 10 18  2000   57679   72000    0        1.4      600.6     1.76e+05
2016 10 18  2001   57679   72060    0        1.6      597.4     1.68e+05
2016 10 18  2002   57679   72120    0        1.5      600.7     1.94e+05
2016 10 18  2003   57679   72180    0        1.5      607.5     1.69e+05
2016 10 18  2004   57679   72240    0        1.5      602.8     1.66e+05
2016 10 18  2005   57679   72300    0        1.5      594.5     1.81e+05
2016 10 18  2006   57679   72360    0        1.4      597.7     1.64e+05
2016 10 18  2007   57679   72420    0        1.3      599.9     1.47e+05
2016 10 18  2008   57679   72480    1        1.3      596.9     1.48e+05
2016 10 18  2009   57679   72540    1        1.3      596.6     1.52e+05
2016 10 18  2010   57679   72600    0        1.3      597.9     1.63e+05
2016 10 18  2011   57679   72660    0        1.3      596.7     1.79e+05
2016 10 18  2012   57679   72720    0        1.4      596.7     1.76e+05
2016 10 18  2013   57679   72780    1        1.5      594.6     1.61e+05
2016 10 18  2014   57679   72840    0        1.4      593.9     1.69e+05
2016 10 18  2015   57679   72900    0        1.5      594.6     1.69e+05
2016 10 18  2016   57679   72960    0        1.4      596.5     1.76e+05
2016 10 18  2017   57679   73020    0        1.4      601.3     1.76e+05
2016 10 18  2018   57679   73080    0        1.4      601.8     1.68e+05
2016 10 18  2019   57679   73140    0        1.4      601.9     1.67e+05
2016 10 18  2020   57679   73200    0        1.3      593.1     1.52e+05
2016 10 18  2021   57679   73260    0        1.3      593.2     1.56e+05
